primary_label,secondary_labels,type,latitude,longitude,scientific_name,common_name,author,license,rating,url,filename
asikoe2,[],[''],23.8293,120.7942,Eudynamys scolopaceus,Asian Koel,蔡明剛,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://xeno-canto.org/813014,asikoe2/XC813014.ogg
asikoe2,[],[''],31.1378,121.3754,Eudynamys scolopaceus,Asian Koel,Bo Shunqi 薄顺奇,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://xeno-canto.org/840485,asikoe2/XC840485.ogg
asikoe2,[],[''],13.714,100.5247,Eudynamys scolopaceus,Asian Koel,Sam Hambly,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://xeno-canto.org/841652,asikoe2/XC841652.ogg
asikoe2,[],[''],13.0095,100.0685,Eudynamys scolopaceus,Asian Koel,David Tattersley,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://xeno-canto.org/858894,asikoe2/XC858894.ogg
blakit1,[],['alarm call'],12.391,-1.493,Milvus migrans,Black Kite,Giovanni Boano,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4,https://www.xeno-canto.org/115289,blakit1/XC115289.ogg
blakit1,['grewar3'],['advertising call'],51.3044,77.984,Milvus migrans,Black Kite,Patrick Franke,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/120438,blakit1/XC120438.ogg
blakit1,[],['call'],44.631,-0.9987,Milvus migrans,Black Kite,Mathieu Taillade,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/128222,blakit1/XC128222.ogg
blakit1,[],['call'],46.394,6.4915,Milvus migrans,Black Kite,Alexandre Renaudier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/129824,blakit1/XC129824.ogg
blakit1,[],['call'],46.394,6.4915,Milvus migrans,Black Kite,Alexandre Renaudier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/129825,blakit1/XC129825.ogg
blakit1,[],['call'],46.394,6.4915,Milvus migrans,Black Kite,Alexandre Renaudier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/129826,blakit1/XC129826.ogg
blakit1,[],['call'],4.8457,31.6199,Milvus migrans,Black Kite,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3,https://www.xeno-canto.org/131995,blakit1/XC131995.ogg
blakit1,[],['call'],46.401,6.514,Milvus migrans,Black Kite,Alexandre Renaudier,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/132063,blakit1/XC132063.ogg
blakit1,[],"['male', 'song']",56.1398,47.349,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2.5,https://www.xeno-canto.org/132399,blakit1/XC132399.ogg
blakit1,[],['flight call'],43.3566,-0.3674,Milvus migrans,Black Kite,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/138441,blakit1/XC138441.ogg
blakit1,[],['alarm call'],53.0494,11.4994,Milvus migrans,Black Kite,Volker Arnold,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/139768,blakit1/XC139768.ogg
blakit1,[],"['begging call', 'juvenile']",56.1405,47.3531,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2,https://www.xeno-canto.org/144421,blakit1/XC144421.ogg
blakit1,[],"['begging call', 'juvenile']",56.1407,47.3481,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2,https://www.xeno-canto.org/144422,blakit1/XC144422.ogg
blakit1,[],"['begging call', 'juvenile']",56.1557,47.4992,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,2,https://www.xeno-canto.org/145368,blakit1/XC145368.ogg
blakit1,[],['call'],56.168,47.4899,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3,https://www.xeno-canto.org/146445,blakit1/XC146445.ogg
blakit1,[],['call'],39.8427,-5.9972,Milvus migrans,Black Kite,Patrik Åberg,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3,https://www.xeno-canto.org/148437,blakit1/XC148437.ogg
blakit1,[],['alarm call'],32.872,35.1036,Milvus migrans,Black Kite,Ilan Beer,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3,https://www.xeno-canto.org/149913,blakit1/XC149913.ogg
blakit1,['grywag'],['series of calls'],47.712,96.966,Milvus migrans,Black Kite,Patrick Franke,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3.5,https://www.xeno-canto.org/162604,blakit1/XC162604.ogg
blakit1,[],['song'],15.5442,73.7733,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3,https://www.xeno-canto.org/163902,blakit1/XC163902.ogg
blakit1,[],['song'],15.5442,73.7733,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3,https://www.xeno-canto.org/163903,blakit1/XC163903.ogg
blakit1,[],['song'],15.5442,73.7733,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,4,https://www.xeno-canto.org/163904,blakit1/XC163904.ogg
blakit1,[],['call'],22.3259,70.9243,Milvus migrans,Black Kite,vir joshi,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,5,https://www.xeno-canto.org/168353,blakit1/XC168353.ogg
blakit1,[],['flight call'],44.645,-1.0337,Milvus migrans,Black Kite,Nicole Bouglouan,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3,https://www.xeno-canto.org/169593,blakit1/XC169593.ogg
blakit1,[],['calls'],39.9083,-5.8934,Milvus migrans,Black Kite,Niels Krabbe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/173826,blakit1/XC173826.ogg
blakit1,[],['flight call'],37.1242,-6.4966,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1,https://www.xeno-canto.org/178479,blakit1/XC178479.ogg
blakit1,[],"['female', 'flight call', 'male']",37.2409,-6.0013,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1,https://www.xeno-canto.org/178908,blakit1/XC178908.ogg
blakit1,[],['flight call'],37.2072,-6.1784,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,1,https://www.xeno-canto.org/180975,blakit1/XC180975.ogg
blakit1,[],['flight call'],55.0409,47.7274,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/189743,blakit1/XC189743.ogg
blakit1,[],['call'],8.4875,76.9525,Milvus migrans,Black Kite,chiefredearth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/192707,blakit1/XC192707.ogg
blakit1,[],"['call', 'song']",-1.2316,36.79,Milvus migrans,Black Kite,Rory Nefdt,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/206107,blakit1/XC206107.ogg
blakit1,[],['call'],15.5442,73.7733,Milvus migrans,Black Kite,Albert Lastukhin & Sergei Karpeev,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/208348,blakit1/XC208348.ogg
blakit1,[],['call'],15.5442,73.7733,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/209563,blakit1/XC209563.ogg
blakit1,['houspa'],['call'],14.7401,-17.5121,Milvus migrans,Black Kite,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/221994,blakit1/XC221994.ogg
blakit1,[],['call'],52.2241,13.8871,Milvus migrans,Black Kite,Sonnenburg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/236021,blakit1/XC236021.ogg
blakit1,[],['call'],-18.4188,21.8803,Milvus migrans,Black Kite,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/253432,blakit1/XC253432.ogg
blakit1,[],['flight call'],55.8697,48.0544,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/262835,blakit1/XC262835.ogg
blakit1,[],['flight call'],55.8697,48.0544,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/262836,blakit1/XC262836.ogg
blakit1,[],['call'],14.7478,-17.5265,Milvus migrans,Black Kite,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/267250,blakit1/XC267250.ogg
blakit1,[],['call'],44.2937,2.0769,Milvus migrans,Black Kite,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/268754,blakit1/XC268754.ogg
blakit1,[],['flight call'],37.2072,-6.1784,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/269711,blakit1/XC269711.ogg
blakit1,[],['flight call'],37.2072,-6.1784,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/269712,blakit1/XC269712.ogg
blakit1,[],['flight call'],37.2072,-6.1784,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/269713,blakit1/XC269713.ogg
blakit1,[],['flight call'],37.2072,-6.1784,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/270446,blakit1/XC270446.ogg
blakit1,[],['call'],37.2072,-6.1784,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/270447,blakit1/XC270447.ogg
blakit1,[],"['call', 'juvenile']",42.0231,143.1397,Milvus migrans,Black Kite,Antony Schubert,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/284649,blakit1/XC284649.ogg
blakit1,[],['flight call'],-38.0051,144.5904,Milvus migrans,Black Kite,nick talbot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/290067,blakit1/XC290067.ogg
blakit1,['comgre'],['call'],19.4744,40.9596,Milvus migrans,Black Kite,Guido O. Keijl,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/292781,blakit1/XC292781.ogg
blakit1,[],['call'],5.3233,-4.6502,Milvus migrans,Black Kite,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/296008,blakit1/XC296008.ogg
blakit1,[],['call'],14.754,-17.411,Milvus migrans,Black Kite,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/298213,blakit1/XC298213.ogg
blakit1,[],"['call', 'song']",22.4114,113.8135,Milvus migrans,Black Kite,Qin Huang,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/304295,blakit1/XC304295.ogg
blakit1,[],['call'],8.5025,76.9472,Milvus migrans,Black Kite,Dilip KG,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/304838,blakit1/XC304838.ogg
blakit1,[],['call'],5.3233,-4.6502,Milvus migrans,Black Kite,Étienne Leroy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/305003,blakit1/XC305003.ogg
blakit1,[],['call'],19.1249,72.8362,Milvus migrans,Black Kite,Yogesh Patel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/308177,blakit1/XC308177.ogg
blakit1,[],['call'],46.9275,7.4656,Milvus migrans,Black Kite,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/309400,blakit1/XC309400.ogg
blakit1,[],['call'],46.9275,7.4656,Milvus migrans,Black Kite,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/309401,blakit1/XC309401.ogg
blakit1,"['barswa', 'eurcoo']",['call'],47.94,11.139,Milvus migrans,Black Kite,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/311871,blakit1/XC311871.ogg
blakit1,[],['begging call'],48.0319,10.9853,Milvus migrans,Black Kite,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/320701,blakit1/XC320701.ogg
blakit1,[],"['begging call', 'call', 'flight call']",48.0319,10.9853,Milvus migrans,Black Kite,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/320849,blakit1/XC320849.ogg
blakit1,[],['flight call'],48.7321,110.1318,Milvus migrans,Black Kite,Espen Quinto-Ashman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/323761,blakit1/XC323761.ogg
blakit1,[],"['call', 'song']",49.8554,8.3893,Milvus migrans,Black Kite,brickegickel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/323798,blakit1/XC323798.ogg
blakit1,[],"['call', 'flight call']",-33.9305,18.7615,Milvus migrans,Black Kite,Liana Isabel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/326806,blakit1/XC326806.ogg
blakit1,[],"['call', 'juvenile']",56.086,47.2621,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/330330,blakit1/XC330330.ogg
blakit1,[],"['begging call', 'juvenile']",56.086,47.2621,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/330331,blakit1/XC330331.ogg
blakit1,[],"['call', 'juvenile']",56.086,47.2621,Milvus migrans,Black Kite,Albert Lastukhin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/330332,blakit1/XC330332.ogg
blakit1,[],['call'],0.3263,6.511,Milvus migrans,Black Kite,Philippe Verbelen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/337366,blakit1/XC337366.ogg
blakit1,[],['call'],0.3263,6.511,Milvus migrans,Black Kite,Philippe Verbelen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/337367,blakit1/XC337367.ogg
blakit1,[],['call'],0.3263,6.511,Milvus migrans,Black Kite,Philippe Verbelen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/337368,blakit1/XC337368.ogg
blakit1,[],['call'],0.3263,6.511,Milvus migrans,Black Kite,Philippe Verbelen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/337369,blakit1/XC337369.ogg
blakit1,[],['call'],37.3367,-6.5334,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/341175,blakit1/XC341175.ogg
blakit1,[],['call'],37.0951,-6.0386,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/341218,blakit1/XC341218.ogg
blakit1,[],['call'],22.3744,31.6028,Milvus migrans,Black Kite,Tero Linjama,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/341266,blakit1/XC341266.ogg
blakit1,[],['call'],43.107,0.1551,Milvus migrans,Black Kite,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/341673,blakit1/XC341673.ogg
blakit1,[],['call'],5.3823,-3.9829,Milvus migrans,Black Kite,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/363596,blakit1/XC363596.ogg
blakit1,[],['flight call'],43.6073,4.2865,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/364942,blakit1/XC364942.ogg
blakit1,[],['call'],46.9769,7.1444,Milvus migrans,Black Kite,Jerome Fischer,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/365801,blakit1/XC365801.ogg
blakit1,[],['call'],-1.2639,36.7684,Milvus migrans,Black Kite,Anne Ndung'u,Creative Commons Attribution-ShareAlike 4.0,3,https://www.xeno-canto.org/365863,blakit1/XC365863.ogg
blakit1,[],['call'],52.9792,13.3379,Milvus migrans,Black Kite,Annette Hamann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/372290,blakit1/XC372290.ogg
blakit1,[],['call'],47.151,7.254,Milvus migrans,Black Kite,Pascal Christe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/378208,blakit1/XC378208.ogg
blakit1,[],['call'],37.1058,-6.2577,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/381734,blakit1/XC381734.ogg
blakit1,[],['call'],37.1058,-6.2577,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/381735,blakit1/XC381735.ogg
blakit1,[],['call'],37.1058,-6.2577,Milvus migrans,Black Kite,José Carlos Sires,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/381736,blakit1/XC381736.ogg
blakit1,[],['flight call'],43.6226,4.3362,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/381845,blakit1/XC381845.ogg
blakit1,[],"['call', 'flight call']",6.4343,3.5361,Milvus migrans,Black Kite,Lars Lachmann,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/402124,blakit1/XC402124.ogg
blakit1,[],['call'],52.2358,13.8875,Milvus migrans,Black Kite,Sonnenburg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/408738,blakit1/XC408738.ogg
blakit1,[],['flight call'],43.3068,-0.4565,Milvus migrans,Black Kite,Bernard BOUSQUET,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/410418,blakit1/XC410418.ogg
blakit1,[],['flight call'],47.3388,7.8398,Milvus migrans,Black Kite,Thomas Lüthi,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/411133,blakit1/XC411133.ogg
blakit1,[],['flight call'],37.1123,-6.4492,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/414699,blakit1/XC414699.ogg
blakit1,[],['call'],0.5667,123.9026,Milvus migrans,Black Kite,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/414948,blakit1/XC414948.ogg
blakit1,[],['call'],-25.0336,46.2934,Milvus migrans,Black Kite,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/418986,blakit1/XC418986.ogg
blakit1,[],['call'],-25.0336,46.2934,Milvus migrans,Black Kite,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/418987,blakit1/XC418987.ogg
blakit1,[],['song'],47.151,7.3367,Milvus migrans,Black Kite,Pascal Christe,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/419858,blakit1/XC419858.ogg
blakit1,[],['call'],60.5145,60.0117,Milvus migrans,Black Kite,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/420671,blakit1/XC420671.ogg
blakit1,[],['call'],60.5145,60.0117,Milvus migrans,Black Kite,Lars Edenius,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3.5,https://www.xeno-canto.org/420672,blakit1/XC420672.ogg
blakit1,[],['flight call'],41.957,-8.7464,Milvus migrans,Black Kite,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/422658,blakit1/XC422658.ogg
blakit1,['zitcis1'],['call'],41.957,-8.7464,Milvus migrans,Black Kite,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,2.5,https://www.xeno-canto.org/422663,blakit1/XC422663.ogg
blakit1,[],['song'],41.957,-8.7464,Milvus migrans,Black Kite,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/422724,blakit1/XC422724.ogg
blakit1,[],['alarm call'],52.3281,13.6873,Milvus migrans,Black Kite,Sonnenburg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/424086,blakit1/XC424086.ogg
blakit1,[],['alarm call'],52.3281,13.6873,Milvus migrans,Black Kite,Sonnenburg,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/424088,blakit1/XC424088.ogg
blakit1,"['comtai1', 'houcro1']","['call', 'mating call']",19.168,72.8571,Milvus migrans,Black Kite,Sreekumar Chirukandoth,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/425062,blakit1/XC425062.ogg
blakit1,[],['call'],47.9921,10.9651,Milvus migrans,Black Kite,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/428617,blakit1/XC428617.ogg
blakit1,[],['call'],47.9921,10.9651,Milvus migrans,Black Kite,Beatrix Saadi-Varchmin,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/428618,blakit1/XC428618.ogg
blakit1,[],['call'],37.1864,-6.2108,Milvus migrans,Black Kite,Joost van Bruggen,Creative Commons Attribution-ShareAlike 4.0,5,https://www.xeno-canto.org/431988,blakit1/XC431988.ogg
blakit1,[],['flight call'],46.3063,-1.3039,Milvus migrans,Black Kite,Jack Berteau,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/436199,blakit1/XC436199.ogg
blakit1,[],['call'],11.1403,75.8484,Milvus migrans,Black Kite,Vivek Puliyeri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/442334,blakit1/XC442334.ogg
blakit1,[],['call'],11.1403,75.8484,Milvus migrans,Black Kite,Vivek Puliyeri,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/442335,blakit1/XC442335.ogg
blakit1,[],['song'],8.4757,-13.2538,Milvus migrans,Black Kite,Jacqueline Leigh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/442940,blakit1/XC442940.ogg
blakit1,[],['flight call'],45.9524,5.0709,Milvus migrans,Black Kite,Vincent Pourchaire,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/446128,blakit1/XC446128.ogg
blakit1,[],['call'],5.2012,-1.2948,Milvus migrans,Black Kite,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,3,https://www.xeno-canto.org/45505,blakit1/XC45505.ogg
blakit1,[],['call'],47.4333,5.2832,Milvus migrans,Black Kite,Gerard OLIVIER,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/462026,blakit1/XC462026.ogg
blakit1,[],['call'],50.0886,8.6033,Milvus migrans,Black Kite,brickegickel,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/464266,blakit1/XC464266.ogg
blakit1,[],"['call', 'female']",58.8688,25.6033,Milvus migrans,Black Kite,Uku Paal,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/466286,blakit1/XC466286.ogg
blakit1,[],['call'],43.2297,0.1189,Milvus migrans,Black Kite,Olivier SWIFT,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/466853,blakit1/XC466853.ogg
blakit1,[],['flight call'],41.957,-8.7464,Milvus migrans,Black Kite,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/467075,blakit1/XC467075.ogg
blakit1,[],['call'],8.4757,-13.2539,Milvus migrans,Black Kite,Jacqueline Leigh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/467575,blakit1/XC467575.ogg
blakit1,[],['song'],8.4757,-13.2539,Milvus migrans,Black Kite,Jacqueline Leigh,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,3,https://www.xeno-canto.org/467577,blakit1/XC467577.ogg
blakit1,[],['call'],37.1338,-6.4218,Milvus migrans,Black Kite,Thijs Fijen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/467754,blakit1/XC467754.ogg
blakit1,"['copbar1', 'whtkin2']",['flight call'],30.2845,77.9743,Milvus migrans,Black Kite,Rajgopal Patil,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4.5,https://www.xeno-canto.org/468287,blakit1/XC468287.ogg
blakit1,[],['flight call'],37.2072,-6.1784,Milvus migrans,Black Kite,maudoc,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/470420,blakit1/XC470420.ogg
blakit1,[],['call'],14.754,-17.411,Milvus migrans,Black Kite,Bram Piot,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,4,https://www.xeno-canto.org/480258,blakit1/XC480258.ogg
blakit1,[],['call'],-2.4103,31.879,Milvus migrans,Black Kite,isaac kilusu,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0,https://www.xeno-canto.org/482649,blakit1/XC482649.ogg
blakit1,[],"['call', 'flight call']",52.0147,104.6768,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/485011,blakit1/XC485011.ogg
blakit1,[],"['call', 'flight call']",52.0147,104.6768,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,5,https://www.xeno-canto.org/485012,blakit1/XC485012.ogg
blakit1,[],"['begging call', 'juvenile']",52.1638,106.371,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0,https://www.xeno-canto.org/485739,blakit1/XC485739.ogg
blakit1,[],"['begging call', 'juvenile']",52.1638,106.371,Milvus migrans,Black Kite,Stanislas Wroza,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,0,https://www.xeno-canto.org/485740,blakit1/XC485740.ogg
